qid,n_hits,n_relevant_qrel,n_relevant_in_hits,best_rank,found_in_top_k
100929,1000,1,1,209.0,True
1009316,1000,0,0,,False
1009407,1000,1,1,1.0,True
1009447,1000,0,0,,False
1009449,1000,1,1,155.0,True
1009508,1000,1,1,322.0,True
1009601,1000,1,1,68.0,True
1009634,1000,1,1,191.0,True
1009814,1000,0,0,,False
1009929,1000,1,1,1.0,True
101000,1000,0,0,,False
101005,1000,0,0,,False
1010155,1000,2,1,159.0,True
1010496,1000,1,0,,False
1010606,1000,1,1,3.0,True
1010612,1000,0,0,,False
1010644,1000,0,0,,False
1010842,1000,0,0,,False
1011040,1000,0,0,,False
1011098,1000,1,0,,False
1011200,1000,1,1,44.0,True
1011353,1000,1,1,64.0,True
1011417,1000,0,0,,False
1011499,1000,0,0,,False
1011582,1000,0,0,,False
1011655,1000,1,1,6.0,True
1011719,1000,0,0,,False
1011720,1000,0,0,,False
1012169,1000,0,0,,False
1012197,1000,1,0,,False
1012359,1000,1,1,6.0,True
1012851,1000,1,1,600.0,True
1013109,1000,0,0,,False
1013167,1000,1,1,187.0,True
1013245,1000,0,0,,False
1013289,1000,1,1,1.0,True
1013326,1000,4,1,38.0,True
1013468,1000,1,0,,False
1013480,1000,1,1,397.0,True
1013481,1000,0,0,,False
1013543,1000,1,1,102.0,True
1013621,1000,1,1,111.0,True
1013711,1000,0,0,,False
1013914,1000,1,1,11.0,True
1013949,1000,1,1,138.0,True
1014255,1000,1,0,,False
1014266,1000,0,0,,False
1014352,1000,1,1,127.0,True
1014423,1000,0,0,,False
1014544,1000,1,1,112.0,True
1014629,1000,1,1,2.0,True
1014714,1000,0,0,,False
1014861,1000,0,0,,False
1015104,1000,0,0,,False
1015145,1000,0,0,,False
1015168,1000,0,0,,False
1015315,1000,0,0,,False
1015343,1000,1,1,32.0,True
101537,1000,1,0,,False
1015495,1000,0,0,,False
1015884,1000,1,1,1.0,True
1016041,1000,0,0,,False
1016093,1000,0,0,,False
1016364,1000,0,0,,False
1016483,1000,1,1,9.0,True
1016530,1000,1,1,84.0,True
101691,1000,0,0,,False
1016953,1000,1,1,202.0,True
1017270,1000,1,0,,False
1017288,1000,1,1,987.0,True
1017311,1000,1,1,177.0,True
101765,1000,1,1,324.0,True
1017705,1000,0,0,,False
1017782,1000,1,1,51.0,True
1017864,1000,1,1,42.0,True
1017882,1000,1,1,168.0,True
10179,1000,1,1,9.0,True
101799,1000,0,0,,False
1018522,1000,1,0,,False
101873,1000,0,0,,False
1018926,1000,1,0,,False
1019020,1000,0,0,,False
1019043,1000,1,1,53.0,True
1019245,1000,0,0,,False
1019336,1000,0,0,,False
1019519,1000,2,2,1.0,True
1019529,1000,1,1,672.0,True
101969,1000,0,0,,False
1019709,1000,1,0,,False
1019816,1000,1,0,,False
1019884,1000,0,0,,False
1020169,1000,0,0,,False
102023,1000,1,0,,False
1020503,1000,2,2,32.0,True
1020636,1000,1,1,118.0,True
1020666,1000,0,0,,False
1020730,1000,0,0,,False
1020733,1000,1,0,,False
1020806,1000,0,0,,False
1020859,1000,0,0,,False
1020865,1000,0,0,,False
1021047,1000,1,1,12.0,True
1021137,1000,1,1,1.0,True
1021397,1000,1,1,9.0,True
1021491,1000,0,0,,False
10215,1000,1,1,21.0,True
102171,1000,0,0,,False
1021791,1000,1,1,8.0,True
1021815,1000,1,1,259.0,True
1021865,1000,0,0,,False
1021886,1000,0,0,,False
1021978,1000,0,0,,False
1021991,1000,2,2,3.0,True
1022604,1000,0,0,,False
1022634,1000,1,1,72.0,True
1022691,1000,0,0,,False
1022744,1000,2,2,146.0,True
1022761,1000,1,0,,False
1022854,1000,0,0,,False
1022976,1000,1,1,104.0,True
1023074,1000,0,0,,False
1023147,1000,1,0,,False
1023220,1000,1,1,16.0,True
1023262,1000,0,0,,False
1023294,1000,1,1,21.0,True
1023382,1000,0,0,,False
1023463,1000,1,0,,False
1023756,1000,1,1,15.0,True
1023874,1000,1,1,130.0,True
1023876,1000,1,1,4.0,True
10239,1000,1,1,5.0,True
1024188,1000,0,0,,False
1024349,1000,1,1,181.0,True
1024355,1000,1,1,5.0,True
1024372,1000,1,1,760.0,True
102443,1000,1,1,32.0,True
102449,1000,0,0,,False
1024532,1000,1,1,22.0,True
1024541,1000,1,0,,False
1024608,1000,1,1,15.0,True
102476,1000,1,0,,False
1024789,1000,1,1,1.0,True
1024831,1000,1,1,1.0,True
1024902,1000,1,1,86.0,True
1024903,1000,0,0,,False
1024976,1000,1,0,,False
1024996,1000,2,0,,False
1025029,1000,1,1,15.0,True
1025422,1000,0,0,,False
1025933,1000,0,0,,False
1025969,1000,0,0,,False
1026025,1000,0,0,,False
1026062,1000,1,1,79.0,True
1026071,1000,1,1,524.0,True
1026094,1000,1,1,2.0,True
1026237,1000,0,0,,False
1026441,1000,1,1,12.0,True
1026481,1000,0,0,,False
1026525,1000,1,1,316.0,True
1026554,1000,1,1,421.0,True
1026684,1000,2,2,14.0,True
1027089,1000,1,1,2.0,True
102713,1000,0,0,,False
1027333,1000,1,1,32.0,True
1027341,1000,0,0,,False
1027517,1000,1,1,23.0,True
1027523,1000,1,1,239.0,True
1027603,1000,0,0,,False
1027615,1000,0,0,,False
1027642,1000,0,0,,False
1027687,1000,1,0,,False
1027890,1000,1,1,36.0,True
102791,1000,0,0,,False
1027991,1000,1,1,1.0,True
1028175,1000,0,0,,False
102830,1000,0,0,,False
1028439,1000,1,1,11.0,True
1028529,1000,1,1,1.0,True
1028675,1000,1,1,1.0,True
1028962,1000,1,1,848.0,True
1029087,1000,1,1,2.0,True
1029295,1000,1,1,1.0,True
102946,1000,0,0,,False
1029464,1000,1,1,31.0,True
1029565,1000,1,1,88.0,True
1029579,1000,1,1,14.0,True
1029653,1000,1,1,3.0,True
1029810,1000,1,0,,False
1029828,1000,1,1,218.0,True
1029872,1000,0,0,,False
1029969,1000,1,1,3.0,True
1029972,1000,0,0,,False
1030018,1000,1,1,11.0,True
1030080,1000,1,1,5.0,True
1030295,1000,0,0,,False
1030410,1000,0,0,,False
1030549,1000,1,1,3.0,True
1030630,1000,1,1,3.0,True
1030793,1000,1,1,9.0,True
1031016,1000,0,0,,False
103113,1000,1,0,,False
1031142,1000,1,1,5.0,True
1031186,1000,1,0,,False
1031244,1000,1,1,5.0,True
103133,1000,0,0,,False
1031529,1000,0,0,,False
1031544,1000,1,1,1.0,True
103157,1000,1,1,66.0,True
1031743,1000,0,0,,False
103175,1000,0,0,,False
1031933,1000,0,0,,False
1032022,1000,1,1,6.0,True
1032428,1000,1,1,9.0,True
1032454,1000,0,0,,False
1032572,1000,0,0,,False
1032846,1000,0,0,,False
1033044,1000,1,1,1.0,True
1033176,1000,1,1,48.0,True
1033191,1000,1,1,1.0,True
1033211,1000,1,1,1.0,True
10333,1000,0,0,,False
1033331,1000,1,1,108.0,True
1033571,1000,1,1,8.0,True
1033594,1000,1,1,1.0,True
1033741,1000,0,0,,False
1034175,1000,0,0,,False
1034649,1000,1,1,5.0,True
1034830,1000,1,1,2.0,True
1034927,1000,0,0,,False
1035045,1000,1,1,4.0,True
1035132,1000,1,1,65.0,True
1035239,1000,1,1,3.0,True
103532,1000,1,1,3.0,True
1035621,1000,1,1,3.0,True
1035880,1000,1,0,,False
1035941,1000,1,1,24.0,True
1036037,1000,1,1,718.0,True
103608,1000,0,0,,False
1036105,1000,1,0,,False
1036112,1000,1,0,,False
1036198,1000,1,1,27.0,True
1036266,1000,0,0,,False
1036367,1000,1,1,30.0,True
1036413,1000,1,1,2.0,True
1036481,1000,1,1,8.0,True
1036563,1000,1,1,1.0,True
1037058,1000,1,1,1.0,True
1037098,1000,0,0,,False
1037146,1000,1,1,1.0,True
1037185,1000,1,1,9.0,True
1037259,1000,0,0,,False
103736,1000,1,1,4.0,True
1037446,1000,1,0,,False
1037523,1000,1,1,68.0,True
1037633,1000,1,1,448.0,True
1037683,1000,0,0,,False
1037748,1000,1,1,2.0,True
1037787,1000,1,1,1.0,True
1038284,1000,1,1,2.0,True
1038340,1000,1,1,10.0,True
1038342,1000,0,0,,False
1038457,1000,0,0,,False
1038519,1000,1,1,23.0,True
1038605,1000,1,1,35.0,True
1038623,1000,1,1,2.0,True
1038696,1000,1,1,4.0,True
103921,1000,1,0,,False
1039246,1000,0,0,,False
1039310,1000,1,1,26.0,True
1039402,1000,1,1,2.0,True
1039444,1000,1,1,1.0,True
1039500,1000,1,0,,False
103957,1000,0,0,,False
1039592,1000,0,0,,False
1039645,1000,0,0,,False
1039732,1000,1,0,,False
1039744,1000,1,1,161.0,True
1039857,1000,0,0,,False
1039880,1000,0,0,,False
1039920,1000,0,0,,False
1040399,1000,1,1,1.0,True
1040438,1000,1,1,11.0,True
1040546,1000,1,1,408.0,True
1040625,1000,1,1,25.0,True
1040754,1000,1,1,25.0,True
1040804,1000,1,1,1.0,True
1040851,1000,1,1,3.0,True
1040955,1000,1,0,,False
1041007,1000,1,1,1.0,True
104109,1000,0,0,,False
104110,1000,1,1,32.0,True
1041181,1000,1,1,928.0,True
1041230,1000,1,1,78.0,True
104133,1000,1,1,63.0,True
1041615,1000,1,1,11.0,True
1041644,1000,1,1,49.0,True
1041699,1000,0,0,,False
1041728,1000,1,1,6.0,True
1041798,1000,2,2,297.0,True
1041866,1000,1,1,4.0,True
1041897,1000,1,1,114.0,True
1042042,1000,1,1,3.0,True
1042358,1000,0,0,,False
1042400,1000,1,1,3.0,True
104244,1000,1,1,4.0,True
1042447,1000,1,1,3.0,True
1042472,1000,1,1,16.0,True
1042538,1000,1,1,255.0,True
1042949,1000,0,0,,False
1043003,1000,1,1,3.0,True
1043100,1000,1,0,,False
1043119,1000,1,1,2.0,True
1043128,1000,1,1,80.0,True
1043149,1000,0,0,,False
1043155,1000,0,0,,False
1043164,1000,0,0,,False
1043403,1000,1,0,,False
1043469,1000,1,1,12.0,True
104351,1000,0,0,,False
1043522,1000,0,0,,False
104366,1000,1,1,374.0,True
1043674,1000,0,0,,False
1043703,1000,1,1,79.0,True
1043769,1000,1,1,24.0,True
1043819,1000,0,0,,False
1043869,1000,1,1,15.0,True
1044089,1000,0,0,,False
1044314,1000,1,1,6.0,True
1044362,1000,1,1,10.0,True
1044364,1000,0,0,,False
1044596,1000,1,1,4.0,True
1044666,1000,1,1,2.0,True
1044704,1000,1,1,45.0,True
1044754,1000,0,0,,False
1044925,1000,1,1,194.0,True
1044980,1000,1,1,18.0,True
1044999,1000,0,0,,False
1045012,1000,1,1,523.0,True
1045075,1000,0,0,,False
104521,1000,0,0,,False
1045333,1000,0,0,,False
1045406,1000,1,1,324.0,True
1045450,1000,1,1,2.0,True
1045718,1000,1,1,8.0,True
1045767,1000,1,1,4.0,True
104597,1000,1,0,,False
1046122,1000,1,1,3.0,True
1046132,1000,1,1,2.0,True
1046164,1000,1,1,84.0,True
1046172,1000,0,0,,False
1046287,1000,0,0,,False
1046296,1000,1,1,1.0,True
1046425,1000,1,0,,False
104653,1000,0,0,,False
1046555,1000,1,1,59.0,True
1046556,1000,1,1,2.0,True
1046619,1000,1,1,17.0,True
104679,1000,0,0,,False
104682,1000,0,0,,False
1046941,1000,1,1,34.0,True
1047125,1000,1,1,139.0,True
1047169,1000,1,1,7.0,True
1047192,1000,1,1,1.0,True
1047293,1000,1,1,17.0,True
1047649,1000,1,1,22.0,True
1047821,1000,0,0,,False
104798,1000,0,0,,False
1048019,1000,1,1,330.0,True
1048153,1000,1,1,21.0,True
1048431,1000,1,1,15.0,True
1048467,1000,1,1,25.0,True
1048660,1000,0,0,,False
1048704,1000,1,0,,False
1048721,1000,1,1,293.0,True
1048785,1000,1,1,8.0,True
1049043,1000,0,0,,False
1049054,1000,0,0,,False
1049118,1000,1,1,78.0,True
104912,1000,1,1,13.0,True
1049173,1000,1,0,,False
104931,1000,0,0,,False
1049346,1000,0,0,,False
1049558,1000,1,1,1.0,True
1049749,1000,1,1,4.0,True
1049821,1000,1,1,166.0,True
1049943,1000,1,1,128.0,True
1049979,1000,1,1,84.0,True
1050003,1000,1,0,,False
1050128,1000,1,1,5.0,True
1050135,1000,1,1,38.0,True
1050157,1000,1,0,,False
1050169,1000,1,1,221.0,True
1050179,1000,0,0,,False
1050647,1000,1,1,18.0,True
1050719,1000,1,1,4.0,True
1050745,1000,0,0,,False
1050868,1000,1,1,1.0,True
1050931,1000,0,0,,False
105106,1000,1,1,4.0,True
1051088,1000,0,0,,False
105158,1000,1,0,,False
1051805,1000,0,0,,False
1051830,1000,0,0,,False
1051843,1000,0,0,,False
1052017,1000,1,1,495.0,True
1052443,1000,2,1,1.0,True
1052517,1000,2,0,,False
1052571,1000,1,1,3.0,True
1052723,1000,1,1,74.0,True
1052782,1000,1,1,1.0,True
1053023,1000,1,0,,False
1053046,1000,0,0,,False
1053148,1000,1,1,84.0,True
1053175,1000,0,0,,False
1053178,1000,0,0,,False
1053335,1000,1,1,6.0,True
1053385,1000,1,1,815.0,True
1053431,1000,1,0,,False
1053526,1000,1,1,211.0,True
1053800,1000,1,1,164.0,True
1053804,1000,1,1,4.0,True
1053993,1000,1,1,50.0,True
105422,1000,1,1,12.0,True
1054368,1000,1,0,,False
1054513,1000,1,1,11.0,True
1054716,1000,1,1,6.0,True
1054718,1000,1,1,32.0,True
105517,1000,0,0,,False
105563,1000,0,0,,False
1055734,1000,1,1,114.0,True
1055739,1000,0,0,,False
1055886,1000,1,0,,False
1055945,1000,1,1,52.0,True
1056029,1000,1,1,1.0,True
1056134,1000,1,1,503.0,True
1056334,1000,1,1,682.0,True
1056461,1000,0,0,,False
1056751,1000,1,1,59.0,True
1056888,1000,1,1,10.0,True
1057110,1000,0,0,,False
1057179,1000,1,1,313.0,True
1057247,1000,1,1,146.0,True
1057335,1000,1,0,,False
105751,1000,0,0,,False
1057627,1000,1,0,,False
1057645,1000,1,1,25.0,True
1057667,1000,1,1,11.0,True
1057813,1000,1,1,7.0,True
1057942,1000,1,1,154.0,True
1058121,1000,1,0,,False
1058201,1000,1,1,2.0,True
1058231,1000,1,1,2.0,True
1058310,1000,0,0,,False
1058588,1000,1,1,4.0,True
1058676,1000,1,1,3.0,True
1058688,1000,1,1,9.0,True
1058815,1000,1,1,269.0,True
1058875,1000,1,0,,False
1058895,1000,1,1,25.0,True
105892,1000,0,0,,False
1058937,1000,1,1,20.0,True
105899,1000,1,1,294.0,True
1059024,1000,1,1,47.0,True
1059215,1000,1,1,354.0,True
1059321,1000,0,0,,False
1059351,1000,1,1,4.0,True
105943,1000,0,0,,False
1059439,1000,1,1,20.0,True
1059472,1000,1,1,6.0,True
1059677,1000,0,0,,False
1059759,1000,0,0,,False
105979,1000,1,1,150.0,True
105980,1000,0,0,,False
1059851,1000,1,1,2.0,True
1059854,1000,1,1,3.0,True
1059931,1000,1,1,78.0,True
1059971,1000,1,1,163.0,True
1060115,1000,1,1,607.0,True
1060314,1000,0,0,,False
1060345,1000,0,0,,False
1060488,1000,1,1,11.0,True
1060506,1000,0,0,,False
1060559,1000,0,0,,False
1060715,1000,0,0,,False
1060792,1000,1,1,10.0,True
1060947,1000,0,0,,False
1061013,1000,1,1,67.0,True
1061175,1000,0,0,,False
106119,1000,1,1,72.0,True
1061277,1000,0,0,,False
106135,1000,1,1,3.0,True
1061350,1000,0,0,,False
106144,1000,1,1,764.0,True
1061462,1000,0,0,,False
1061594,1000,1,1,379.0,True
1061596,1000,1,0,,False
1061665,1000,0,0,,False
106171,1000,0,0,,False
1061751,1000,0,0,,False
1061972,1000,0,0,,False
1061991,1000,1,1,11.0,True
1062011,1000,0,0,,False
1062156,1000,0,0,,False
1062216,1000,1,1,57.0,True
106224,1000,0,0,,False
1062317,1000,1,1,3.0,True
1062435,1000,1,0,,False
1062476,1000,0,0,,False
1062531,1000,0,0,,False
1062639,1000,1,1,1.0,True
1063050,1000,0,0,,False
1063435,1000,0,0,,False
106352,1000,1,1,32.0,True
1063535,1000,0,0,,False
1063584,1000,0,0,,False
1063628,1000,0,0,,False
1063653,1000,0,0,,False
1063711,1000,1,1,9.0,True
106373,1000,1,0,,False
1063832,1000,0,0,,False
1064064,1000,0,0,,False
1064185,1000,0,0,,False
1064378,1000,1,1,48.0,True
1064433,1000,1,1,56.0,True
1064524,1000,0,0,,False
1064592,1000,1,0,,False
1064662,1000,1,0,,False
1064689,1000,0,0,,False
1064740,1000,1,0,,False
1064850,1000,1,1,12.0,True
1064982,1000,0,0,,False
1065103,1000,1,0,,False
10652,1000,1,1,292.0,True
1065223,1000,0,0,,False
1065365,1000,0,0,,False
1065579,1000,1,1,10.0,True
1065635,1000,0,0,,False
1065846,1000,0,0,,False
1066003,1000,1,0,,False
1066045,1000,1,0,,False
1066092,1000,0,0,,False
1066242,1000,1,1,121.0,True
1066402,1000,0,0,,False
106641,1000,0,0,,False
1066696,1000,0,0,,False
1067041,1000,0,0,,False
1067136,1000,0,0,,False
1067145,1000,1,1,33.0,True
1067433,1000,0,0,,False
1067446,1000,1,1,21.0,True
1067573,1000,0,0,,False
1067662,1000,1,1,7.0,True
1067672,1000,0,0,,False
1067808,1000,0,0,,False
1067937,1000,1,1,1.0,True
1067977,1000,1,1,75.0,True
106805,1000,0,0,,False
1068253,1000,0,0,,False
1068359,1000,1,1,17.0,True
1068363,1000,3,3,1.0,True
106841,1000,0,0,,False
1068497,1000,0,0,,False
1068501,1000,0,0,,False
1068625,1000,0,0,,False
1068755,1000,1,1,101.0,True
1068765,1000,1,1,120.0,True
1068766,1000,1,1,8.0,True
1069219,1000,1,1,242.0,True
1069308,1000,1,1,17.0,True
1069334,1000,1,1,15.0,True
1069341,1000,1,1,140.0,True
1069353,1000,0,0,,False
1069355,1000,0,0,,False
1069460,1000,0,0,,False
1069697,1000,1,1,3.0,True
1069935,1000,1,1,106.0,True
1069998,1000,1,1,2.0,True
1070013,1000,0,0,,False
1070040,1000,0,0,,False
107007,1000,3,1,183.0,True
1070309,1000,0,0,,False
1070595,1000,0,0,,False
1070744,1000,1,1,2.0,True
1070745,1000,1,1,35.0,True
1070748,1000,1,0,,False
1070750,1000,1,0,,False
1070832,1000,1,1,359.0,True
107094,1000,1,1,5.0,True
1070960,1000,0,0,,False
1071103,1000,0,0,,False
1071123,1000,1,1,5.0,True
1071258,1000,2,2,8.0,True
1071261,1000,1,1,2.0,True
1071283,1000,1,1,79.0,True
1071476,1000,1,0,,False
1071652,1000,0,0,,False
1071708,1000,1,1,7.0,True
1071735,1000,1,1,241.0,True
1071946,1000,0,0,,False
1072037,1000,1,1,12.0,True
1072066,1000,0,0,,False
1072344,1000,0,0,,False
1072367,1000,1,1,794.0,True
1072390,1000,0,0,,False
1072438,1000,0,0,,False
1072637,1000,1,1,5.0,True
1072642,1000,0,0,,False
107273,1000,0,0,,False
1072923,1000,0,0,,False
1072965,1000,1,1,45.0,True
1073131,1000,1,1,6.0,True
1073205,1000,0,0,,False
1073252,1000,0,0,,False
1073269,1000,1,0,,False
1073494,1000,0,0,,False
1073495,1000,1,1,2.0,True
1073497,1000,0,0,,False
1073592,1000,1,1,2.0,True
1073599,1000,0,0,,False
1073811,1000,1,1,13.0,True
1073841,1000,0,0,,False
1073989,1000,0,0,,False
1074021,1000,0,0,,False
1074214,1000,0,0,,False
1074240,1000,0,0,,False
1074387,1000,0,0,,False
1074402,1000,1,0,,False
1074638,1000,0,0,,False
1074724,1000,1,1,2.0,True
1074730,1000,0,0,,False
107494,1000,0,0,,False
1074952,1000,0,0,,False
1075008,1000,0,0,,False
1075045,1000,0,0,,False
1075154,1000,1,1,129.0,True
1075224,1000,1,1,2.0,True
1075523,1000,1,1,25.0,True
1075806,1000,1,1,81.0,True
1075812,1000,1,1,75.0,True
1075826,1000,1,1,2.0,True
1075978,1000,0,0,,False
1076013,1000,1,1,835.0,True
1076079,1000,0,0,,False
1076257,1000,1,1,166.0,True
1076388,1000,0,0,,False
1076448,1000,0,0,,False
1076500,1000,0,0,,False
1076802,1000,1,1,1.0,True
1076901,1000,1,1,57.0,True
1076905,1000,1,1,177.0,True
1077094,1000,0,0,,False
1077165,1000,0,0,,False
1077176,1000,0,0,,False
1077206,1000,0,0,,False
1077220,1000,1,1,77.0,True
1077331,1000,1,1,2.0,True
1077403,1000,0,0,,False
1077471,1000,0,0,,False
1077531,1000,0,0,,False
1077657,1000,0,0,,False
107771,1000,1,1,7.0,True
1077876,1000,0,0,,False
1078064,1000,1,0,,False
1078388,1000,0,0,,False
1078666,1000,1,1,134.0,True
1078686,1000,0,0,,False
1078872,1000,1,1,8.0,True
1078908,1000,1,1,4.0,True
1078911,1000,0,0,,False
1078935,1000,2,2,2.0,True
1078939,1000,1,1,7.0,True
1078958,1000,1,1,4.0,True
1079034,1000,1,1,14.0,True
1079045,1000,1,1,2.0,True
107917,1000,1,1,11.0,True
1079207,1000,0,0,,False
1079209,1000,1,1,2.0,True
1079307,1000,1,0,,False
1079326,1000,0,0,,False
1079489,1000,0,0,,False
1079645,1000,1,1,5.0,True
1079773,1000,0,0,,False
1079796,1000,1,1,330.0,True
1079820,1000,1,0,,False
1079876,1000,1,1,862.0,True
1080016,1000,1,1,1.0,True
1080075,1000,1,1,225.0,True
1080324,1000,0,0,,False
108041,1000,0,0,,False
108043,1000,1,1,1.0,True
1080494,1000,0,0,,False
1080517,1000,0,0,,False
1080528,1000,1,1,520.0,True
1080628,1000,1,1,152.0,True
1080649,1000,0,0,,False
1080680,1000,0,0,,False
1080754,1000,1,0,,False
1080790,1000,0,0,,False
1080881,1000,2,2,6.0,True
1081037,1000,1,1,1.0,True
1081068,1000,1,0,,False
1081340,1000,1,1,9.0,True
1081757,1000,1,1,39.0,True
108177,1000,0,0,,False
1081841,963,1,1,3.0,True
1081904,1000,1,0,,False
1082121,1000,1,1,6.0,True
1082147,1000,1,1,3.0,True
108229,1000,1,1,287.0,True
108358,1000,1,1,11.0,True
108369,1000,1,1,196.0,True
108838,1000,1,1,35.0,True
108865,1000,1,0,,False
108869,1000,0,0,,False
108884,1000,0,0,,False
108950,1000,1,1,2.0,True
109008,1000,1,1,64.0,True
109125,1000,0,0,,False
109219,1000,1,1,135.0,True
109250,1000,0,0,,False
109300,1000,0,0,,False
109462,1000,0,0,,False
109476,1000,1,1,117.0,True
109489,1000,1,1,226.0,True
109495,1000,0,0,,False
109498,1000,0,0,,False
1095,1000,0,0,,False
109707,1000,0,0,,False
10976,1000,1,1,1.0,True
109962,1000,0,0,,False
110313,1000,1,0,,False
110328,1000,0,0,,False
110337,1000,1,1,95.0,True
110391,1000,0,0,,False
110412,1000,1,1,755.0,True
110706,1000,1,1,133.0,True
110730,1000,1,1,87.0,True
110828,1000,0,0,,False
110866,1000,1,1,40.0,True
110882,1000,1,1,166.0,True
111062,1000,0,0,,False
111156,1000,1,1,35.0,True
111245,1000,1,1,200.0,True
111269,1000,0,0,,False
111270,1000,1,1,67.0,True
11130,1000,0,0,,False
111304,1000,1,1,5.0,True
111376,1000,1,1,9.0,True
111407,1000,1,1,17.0,True
111444,1000,1,1,79.0,True
111818,1000,0,0,,False
111915,1000,1,1,325.0,True
112065,1000,1,1,1.0,True
112105,1000,0,0,,False
11216,1000,0,0,,False
112387,1000,0,0,,False
112388,1000,0,0,,False
112419,1000,1,1,2.0,True
112447,1000,0,0,,False
112561,1000,1,1,2.0,True
112641,1000,1,1,3.0,True
112787,1000,1,1,7.0,True
112886,1000,1,1,1.0,True
113086,1000,1,1,476.0,True
113163,1000,1,1,2.0,True
113223,1000,0,0,,False
113320,1000,0,0,,False
113329,1000,0,0,,False
113560,1000,0,0,,False
113571,1000,1,1,1.0,True
1136971,1000,1,1,8.0,True
1137092,1000,1,1,2.0,True
1137147,1000,2,2,1.0,True
1137183,1000,2,2,2.0,True
1137245,1000,1,1,8.0,True
1137263,1000,1,0,,False
1137368,1000,1,1,12.0,True
1137497,1000,1,1,8.0,True
1137562,1000,0,0,,False
1137581,1000,1,1,25.0,True
1137598,1000,1,1,5.0,True
1137802,1000,1,1,25.0,True
1137804,1000,0,0,,False
113788,1000,1,0,,False
1137882,1000,0,0,,False
1137923,1000,1,1,1.0,True
1138107,1000,1,1,294.0,True
1138210,1000,0,0,,False
1138354,1000,0,0,,False
1138357,1000,1,1,7.0,True
1138390,1000,0,0,,False
1138479,1000,1,1,4.0,True
113854,1000,1,1,3.0,True
1138913,1000,0,0,,False
1139012,1000,0,0,,False
1139087,1000,1,1,13.0,True
1139106,1000,1,1,73.0,True
1139184,1000,1,1,21.0,True
1139242,1000,1,1,1.0,True
1139269,1000,0,0,,False
1139292,1000,0,0,,False
1139356,1000,1,1,4.0,True
1139418,1000,1,1,6.0,True
1139526,1000,1,1,6.0,True
1139582,1000,0,0,,False
1139657,1000,1,1,150.0,True
1139660,1000,1,1,69.0,True
1139775,1000,0,0,,False
1139822,1000,1,1,83.0,True
1140009,1000,0,0,,False
1140055,1000,1,1,69.0,True
1140101,1000,1,0,,False
1140161,1000,0,0,,False
1140171,1000,1,0,,False
11402,1000,0,0,,False
114025,1000,0,0,,False
1140337,1000,0,0,,False
1140423,1000,1,1,8.0,True
1140462,1000,0,0,,False
1140480,1000,1,1,17.0,True
1140636,1000,0,0,,False
1140641,1000,1,1,1.0,True
1140797,1000,1,1,2.0,True
1140861,1000,1,1,5.0,True
1140898,1000,1,1,3.0,True
1140915,1000,1,1,3.0,True
